grid_id,학교거리,학교반경내여부,어린이보호구역여부,도로폭,차로수,일방통행여부,이면도로여부,보행등밀도,보행자신호등밀도,가로등밀도,바닥형보행신호등설치밀도,버스서비스강도,음식점밀도,공원접근성,편의점밀도
SEOUL_R033_C034,62.53521,1.0,1.0,0.0,0.0,1.0,0.0,16.0,16.0,,,5.0,84.25641025641026,1.0,6.4743589743589745
SEOUL_R033_C035,57.972748,1.0,0.0,0.0,0.0,1.0,0.0,32.0,32.0,,,5.0,67.21904761904761,1.0,6.458201058201058
SEOUL_R033_C036,280.5859,1.0,0.0,0.0,0.0,1.0,0.0,52.0,52.0,,,8.666666666666666,102.1779935275081,1.0,3.692556634304207
SEOUL_R033_C037,235.37138,1.0,1.0,0.0,0.0,1.0,0.0,40.0,40.0,,8.0,2.0,133.33136094674558,1.0,6.883629191321498
SEOUL_R033_C038,84.684814,1.0,1.0,0.0,0.0,1.0,0.0,36.0,36.0,,8.0,2.0,39.57837837837838,1.0,2.9594594594594597
SEOUL_R033_C039,499.4902,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,20.945205479452056,1.0,0.410958904109589
SEOUL_R033_C040,735.7731,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2.0,3.4375,1.0,0.1875
SEOUL_R033_C041,650.3411,0.0,0.0,0.0,0.0,1.0,0.0,16.0,16.0,,,1.6666666666666667,2.197368421052632,1.0,0.4868421052631579
SEOUL_R033_C042,295.58847,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,,,5.0,30.338815789473685,1.0,3.2960526315789473
SEOUL_R033_C043,356.12152,1.0,1.0,0.0,0.0,1.0,0.0,36.0,36.0,,,3.0,89.49122807017544,1.0,10.567251461988304
SEOUL_R033_C044,416.0845,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,,,2.0,48.90086206896552,1.0,3.931034482758621
SEOUL_R033_C045,260.02386,1.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,,8.0,,130.94296577946767,1.0,11.422053231939165
SEOUL_R033_C046,444.1193,1.0,0.0,0.0,0.0,1.0,0.0,64.0,64.0,,,3.0,55.292929292929294,1.0,5.888888888888889
SEOUL_R033_C047,89.31305,1.0,1.0,0.0,0.0,1.0,0.0,8.0,8.0,220.0,8.0,5.0,18.0,1.0,3.124463519313305
SEOUL_R033_C048,331.24796,1.0,0.0,0.0,0.0,1.0,0.0,,,208.0,,,9.540983606557376,1.0,0.4590163934426229
SEOUL_R033_C049,432.29065,1.0,0.0,0.0,0.0,1.0,0.0,36.0,36.0,256.0,24.0,4.0,106.3934426229508,1.0,2.8114754098360657
SEOUL_R033_C050,767.6749,0.0,0.0,0.0,0.0,1.0,0.0,68.0,68.0,244.0,8.0,3.0,127.2608695652174,1.0,6.622073578595319
SEOUL_R033_C051,897.2241,0.0,0.0,0.0,0.0,1.0,0.0,24.0,24.0,112.0,,3.0,65.41333333333333,1.0,4.306666666666667
SEOUL_R033_C052,748.7396,0.0,1.0,0.0,0.0,1.0,0.0,8.0,8.0,100.0,,,37.41726618705036,1.0,0.6402877697841727
SEOUL_R033_C053,421.76166,1.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,80.0,,4.0,94.13652482269504,1.0,5.175531914893617
SEOUL_R033_C054,79.91369,1.0,1.0,0.0,0.0,1.0,0.0,60.0,60.0,,28.0,4.2,135.7007874015748,1.0,7.566929133858268
SEOUL_R033_C055,525.3594,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,,,8.0,55.446280991735534,1.0,1.958677685950413
SEOUL_R033_C056,279.66287,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,22.451851851851853,1.0,3.962962962962963
SEOUL_R033_C057,199.32855,1.0,1.0,0.0,0.0,1.0,0.0,68.0,68.0,,16.0,6.0,135.42897727272728,1.0,8.573863636363637
SEOUL_R033_C058,408.20956,1.0,0.0,0.0,0.0,1.0,0.0,32.0,32.0,4.0,,6.0,75.12720848056537,1.0,3.989399293286219
SEOUL_R033_C059,288.14578,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,,,,11.872340425531917,1.0,0.2978723404255319
SEOUL_R033_C060,552.65424,0.0,0.0,0.0,0.0,1.0,0.0,16.0,16.0,,,12.0,45.53658536585366,1.0,0.7804878048780487
SEOUL_R033_C061,1013.8165,0.0,0.0,0.0,0.0,1.0,0.0,,,172.0,,,28.279069767441865,1.0,1.0
SEOUL_R033_C062,599.89355,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
SEOUL_R033_C063,208.54803,1.0,1.0,0.0,0.0,1.0,0.0,20.0,20.0,192.0,8.0,,76.9186046511628,1.0,8.313953488372093
SEOUL_R033_C064,206.13756,1.0,1.0,0.0,0.0,0.0,0.0,132.0,132.0,,48.0,5.0,201.57608695652175,1.0,39.10597826086956
SEOUL_R033_C065,438.59555,1.0,1.0,0.0,0.0,0.0,0.0,,,,,4.0,88.49186991869918,1.0,8.839430894308943
SEOUL_R033_C066,192.11719,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,,8.0,4.4,99.82571428571428,1.0,7.985714285714286
SEOUL_R033_C067,182.59314,1.0,1.0,0.0,0.0,0.0,0.0,128.0,128.0,,72.0,6.875,169.51612903225808,1.0,24.322580645161292
SEOUL_R033_C068,131.33632,1.0,1.0,0.0,0.0,0.0,0.0,128.0,128.0,,16.0,10.333333333333334,62.313953488372086,1.0,5.744186046511628
SEOUL_R033_C069,224.94444,1.0,0.0,0.0,0.0,1.0,0.0,64.0,64.0,,,4.166666666666667,81.33333333333333,1.0,6.493827160493828
SEOUL_R033_C070,77.29222,1.0,0.0,0.0,0.0,1.0,0.0,68.0,68.0,,12.0,1.875,3.1627906976744184,1.0,1.4651162790697674
SEOUL_R033_C071,117.80186,1.0,1.0,0.0,0.0,1.0,0.0,112.0,112.0,,24.0,3.0,84.55555555555556,1.0,2.412698412698413
SEOUL_R033_C072,77.760956,1.0,1.0,0.0,0.0,1.0,0.0,56.0,56.0,,8.0,2.6666666666666665,121.66355140186916,1.0,2.635514018691589
SEOUL_R033_C073,442.76947,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,,,1.0,1.4705882352941178,0.0,0.0294117647058823
SEOUL_R033_C074,712.876,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R034_C002,1137.0436,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R034_C003,788.23914,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,
SEOUL_R034_C004,393.32425,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,
SEOUL_R034_C005,495.08447,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,0.0
SEOUL_R034_C006,935.7301,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,0.0
SEOUL_R034_C007,1208.6277,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,
SEOUL_R034_C008,991.68384,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,,12.0,4.0,1.6666666666666667,0.0,0.0
SEOUL_R034_C009,652.6914,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2.0,2.636363636363636,1.0,0.0545454545454545
SEOUL_R034_C010,414.40802,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,,,5.333333333333333,6.5,1.0,0.875
SEOUL_R034_C011,227.04279,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,1.1875,1.0,0.0
SEOUL_R034_C012,393.52515,1.0,1.0,0.0,0.0,1.0,0.0,40.0,40.0,,,8.0,127.84353741496598,1.0,9.319727891156464
SEOUL_R034_C013,435.85254,1.0,0.0,0.0,0.0,1.0,0.0,36.0,36.0,,16.0,10.0,147.9655172413793,1.0,8.594827586206897
SEOUL_R034_C014,137.5396,1.0,1.0,0.0,0.0,1.0,0.0,104.0,104.0,,64.0,4.333333333333333,114.90364025695932,1.0,8.593147751605995
SEOUL_R034_C015,309.17053,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,38.79545454545455,1.0,3.352272727272727
SEOUL_R034_C016,258.12418,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,32.03389830508475,1.0,2.9322033898305087
SEOUL_R034_C017,285.56708,1.0,1.0,0.0,0.0,1.0,0.0,32.0,32.0,,,10.5,74.41971830985915,1.0,11.36338028169014
SEOUL_R034_C018,266.1401,1.0,1.0,0.0,0.0,1.0,0.0,20.0,20.0,,16.0,,77.515,1.0,6.87
SEOUL_R034_C019,210.4729,1.0,1.0,0.0,0.0,1.0,0.0,24.0,24.0,,,25.5,101.68817204301077,1.0,5.118279569892473
SEOUL_R034_C020,202.67274,1.0,1.0,0.0,0.0,1.0,0.0,44.0,44.0,24.0,8.0,2.6666666666666665,21.19298245614035,1.0,0.1491228070175438
SEOUL_R034_C021,418.273,1.0,0.0,0.0,0.0,1.0,0.0,44.0,44.0,136.0,,13.5,3.9166666666666665,1.0,0.3055555555555556
SEOUL_R034_C022,782.1486,0.0,0.0,0.0,0.0,1.0,0.0,24.0,24.0,320.0,,17.0,8.52808988764045,1.0,0.7865168539325843
SEOUL_R034_C023,674.79486,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
SEOUL_R034_C024,865.7242,0.0,0.0,0.0,0.0,1.0,0.0,,,120.0,,,2.5454545454545454,1.0,0.0
SEOUL_R034_C025,666.5552,0.0,0.0,0.0,0.0,1.0,0.0,32.0,32.0,564.0,,,28.681818181818183,1.0,1.009090909090909
SEOUL_R034_C026,219.31198,1.0,0.0,0.0,0.0,1.0,0.0,16.0,16.0,8.0,,1.0,160.28532608695653,1.0,4.135869565217392
SEOUL_R034_C027,389.74304,1.0,0.0,0.0,0.0,1.0,0.0,52.0,52.0,48.0,,2.3333333333333335,311.1841359773371,1.0,3.5609065155807365
SEOUL_R034_C028,303.34814,1.0,0.0,0.0,0.0,1.0,0.0,124.0,124.0,216.0,8.0,1.0,122.4949494949495,1.0,1.2626262626262623
SEOUL_R034_C029,236.40001,1.0,0.0,0.0,0.0,1.0,0.0,176.0,176.0,144.0,,1.2857142857142858,73.46715328467154,1.0,3.3284671532846715
SEOUL_R034_C030,89.86696,1.0,1.0,0.0,0.0,1.0,0.0,136.0,136.0,,20.0,1.6666666666666667,100.62588235294118,1.0,3.428235294117647
SEOUL_R034_C031,307.53436,1.0,0.0,0.0,0.0,1.0,0.0,120.0,120.0,,16.0,9.0,169.67990654205607,1.0,7.642523364485982
SEOUL_R034_C032,79.33846,1.0,0.0,0.0,0.0,1.0,0.0,132.0,132.0,,36.0,8.333333333333334,198.444,1.0,6.808
SEOUL_R034_C033,13.774751,1.0,1.0,0.0,0.0,1.0,0.0,108.0,108.0,,52.0,8.333333333333334,256.84429065743944,1.0,15.38062283737024
SEOUL_R034_C034,461.9095,1.0,0.0,0.0,0.0,1.0,0.0,24.0,24.0,,,4.25,65.88812785388127,1.0,2.7374429223744294
SEOUL_R034_C035,198.93536,1.0,1.0,0.0,0.0,1.0,0.0,64.0,64.0,,8.0,1.8571428571428572,110.19277108433737,1.0,3.1716867469879517
SEOUL_R034_C036,270.82336,1.0,0.0,0.0,0.0,1.0,0.0,116.0,116.0,,64.0,4.5,205.59459459459455,1.0,5.274774774774775
SEOUL_R034_C037,140.76237,1.0,1.0,0.0,0.0,1.0,0.0,76.0,76.0,,64.0,1.6666666666666667,88.65757575757576,1.0,2.875757575757576
SEOUL_R034_C038,97.81678,1.0,0.0,0.0,0.0,1.0,0.0,12.0,12.0,,,1.0,115.6974358974359,1.0,1.711111111111111
SEOUL_R034_C039,173.09714,1.0,1.0,0.0,0.0,1.0,0.0,8.0,8.0,,,3.3333333333333335,118.50882352941176,1.0,0.0794117647058823
SEOUL_R034_C040,282.86392,1.0,0.0,0.0,0.0,1.0,0.0,16.0,16.0,,,3.0,13.941176470588234,1.0,0.0588235294117647
SEOUL_R034_C041,655.005,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,2.6666666666666665,1.0,0.0
SEOUL_R034_C042,375.78964,1.0,0.0,0.0,0.0,1.0,0.0,48.0,48.0,28.0,16.0,5.5,18.21875,1.0,0.75
SEOUL_R034_C043,28.429659,1.0,1.0,0.0,0.0,0.0,0.0,32.0,32.0,,8.0,2.0,17.953488372093023,1.0,1.3255813953488371
SEOUL_R034_C044,127.73982,1.0,1.0,0.0,0.0,1.0,0.0,124.0,124.0,36.0,24.0,3.6,74.50972762645914,1.0,5.237354085603113
SEOUL_R034_C045,43.34804,1.0,1.0,0.0,0.0,1.0,0.0,52.0,52.0,,16.0,7.333333333333333,156.11194029850745,1.0,12.552238805970148
SEOUL_R034_C046,461.69553,1.0,0.0,0.0,0.0,1.0,0.0,76.0,76.0,40.0,40.0,5.0,51.16304347826087,1.0,3.25
SEOUL_R034_C047,447.82047,1.0,0.0,0.0,0.0,1.0,0.0,,,264.0,,,2.4383561643835616,1.0,0.36986301369863006
SEOUL_R034_C048,164.95195,1.0,0.0,0.0,0.0,1.0,0.0,56.0,56.0,104.0,,4.5,99.22340425531917,1.0,0.1276595744680851
SEOUL_R034_C049,442.16486,1.0,0.0,0.0,0.0,1.0,0.0,80.0,80.0,,32.0,4.5,292.77096774193546,1.0,3.929032258064516
SEOUL_R034_C050,350.37732,1.0,0.0,0.0,0.0,1.0,0.0,128.0,128.0,,24.0,3.25,251.0032258064516,1.0,8.751612903225807
SEOUL_R034_C051,582.06885,0.0,0.0,0.0,0.0,1.0,0.0,48.0,48.0,,32.0,4.0,218.5324675324675,1.0,10.151515151515152
SEOUL_R034_C052,291.61734,1.0,1.0,0.0,0.0,1.0,0.0,24.0,24.0,,8.0,3.0,101.24107142857144,1.0,3.4598214285714284
SEOUL_R034_C053,387.58218,1.0,1.0,0.0,0.0,1.0,0.0,76.0,76.0,,8.0,3.6666666666666665,240.73131313131313,1.0,6.836363636363636
SEOUL_R034_C054,292.79453,1.0,1.0,0.0,0.0,1.0,0.0,80.0,80.0,,,6.833333333333333,243.9547619047619,1.0,5.711904761904762
SEOUL_R034_C055,355.8103,1.0,0.0,0.0,0.0,1.0,0.0,32.0,32.0,,,2.5,91.9153846153846,1.0,0.0
SEOUL_R034_C056,227.84012,1.0,1.0,0.0,0.0,1.0,0.0,40.0,40.0,,40.0,4.5,64.0375,1.0,6.70625
SEOUL_R034_C057,193.30171,1.0,1.0,0.0,0.0,1.0,0.0,84.0,84.0,,16.0,2.0,83.38251366120218,1.0,8.71311475409836
SEOUL_R034_C058,329.38544,1.0,1.0,0.0,0.0,1.0,0.0,,,40.0,,,7.135593220338983,1.0,0.3898305084745763
SEOUL_R034_C059,89.95572,1.0,1.0,0.0,0.0,1.0,0.0,40.0,40.0,48.0,8.0,9.666666666666666,61.99473684210526,1.0,2.557894736842105
SEOUL_R034_C060,448.51385,1.0,0.0,0.0,0.0,1.0,0.0,136.0,136.0,188.0,,6.0,76.12107623318386,1.0,1.9327354260089689
SEOUL_R034_C061,945.64124,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,468.0,,,37.935483870967744,1.0,0.0
SEOUL_R034_C062,642.0051,0.0,0.0,0.0,0.0,1.0,0.0,,,52.0,,,4.72,1.0,0.44
SEOUL_R034_C063,309.5005,1.0,1.0,0.0,0.0,1.0,0.0,48.0,48.0,188.0,32.0,5.0,60.70783132530121,1.0,5.228915662650603
SEOUL_R034_C064,91.09224,1.0,1.0,0.0,0.0,0.0,0.0,64.0,64.0,,8.0,1.0,122.4320652173913,1.0,10.956521739130435
SEOUL_R034_C065,160.88518,1.0,1.0,0.0,0.0,0.0,0.0,80.0,80.0,,72.0,3.8,119.5156626506024,1.0,9.318072289156628
SEOUL_R034_C066,89.98107,1.0,1.0,0.0,0.0,1.0,0.0,72.0,72.0,,28.0,4.0,100.3498759305211,1.0,8.35483870967742
SEOUL_R034_C067,515.74817,0.0,1.0,0.0,0.0,0.0,0.0,72.0,72.0,,4.0,2.6666666666666665,139.88938053097343,1.0,15.81858407079646
SEOUL_R034_C068,65.30042,1.0,1.0,0.0,0.0,0.0,0.0,40.0,40.0,,,2.0,39.7,1.0,2.86
SEOUL_R034_C069,223.57903,1.0,0.0,0.0,0.0,1.0,0.0,48.0,48.0,,,6.0,31.26086956521739,1.0,2.2065217391304346
SEOUL_R034_C070,422.1864,1.0,1.0,0.0,0.0,1.0,0.0,8.0,8.0,,8.0,5.0,0.0,1.0,0.0
SEOUL_R034_C071,184.96513,1.0,0.0,0.0,0.0,1.0,0.0,92.0,92.0,,,6.625,48.49375,1.0,3.0125
SEOUL_R034_C072,190.27496,1.0,1.0,0.0,0.0,1.0,0.0,24.0,24.0,,,2.0,93.05882352941175,1.0,2.1666666666666665
SEOUL_R034_C073,563.42236,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,2.9148936170212765,0.0,0.0
SEOUL_R034_C074,739.98846,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R035_C004,98.93253,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R035_C005,464.95645,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.4375,0.0,0.0
SEOUL_R035_C006,739.85046,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
SEOUL_R035_C007,1334.6913,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,
SEOUL_R035_C008,1017.08905,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
SEOUL_R035_C009,599.71515,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,0.0
SEOUL_R035_C010,233.62183,1.0,1.0,0.0,0.0,1.0,0.0,32.0,32.0,,,7.5,31.41791044776119,1.0,3.656716417910448
SEOUL_R035_C011,38.00448,1.0,1.0,0.0,0.0,1.0,0.0,48.0,48.0,,8.0,15.0,57.41035856573705,1.0,3.816733067729084
SEOUL_R035_C012,373.06213,1.0,1.0,0.0,0.0,1.0,0.0,84.0,84.0,,4.0,15.333333333333334,158.5,1.0,6.330960854092527
SEOUL_R035_C013,154.65504,1.0,1.0,0.0,0.0,1.0,0.0,120.0,120.0,,64.0,8.5,162.18886198547216,1.0,7.087167070217919
SEOUL_R035_C014,101.53195,1.0,1.0,0.0,0.0,1.0,0.0,32.0,32.0,,,,68.71488469601677,1.0,9.59958071278826
SEOUL_R035_C015,395.20554,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.624413145539906,1.0,1.1408450704225352
SEOUL_R035_C016,258.3937,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,3.9705882352941178,1.0,0.0
SEOUL_R035_C017,184.62561,1.0,1.0,0.0,0.0,1.0,0.0,32.0,32.0,,,10.5,62.36326530612245,1.0,5.261224489795918
SEOUL_R035_C018,282.65137,1.0,1.0,0.0,0.0,1.0,0.0,8.0,8.0,,,,56.35643564356435,1.0,5.50990099009901
SEOUL_R035_C019,172.59322,1.0,1.0,0.0,0.0,1.0,0.0,40.0,40.0,,8.0,1.6666666666666667,16.975409836065573,1.0,1.7295081967213113
SEOUL_R035_C020,135.73094,1.0,1.0,0.0,0.0,1.0,0.0,48.0,48.0,,,2.1666666666666665,12.421052631578949,1.0,1.0526315789473684
SEOUL_R035_C021,401.72574,1.0,0.0,0.0,0.0,1.0,0.0,40.0,40.0,96.0,,,11.804597701149426,1.0,0.8850574712643678
SEOUL_R035_C022,439.8676,1.0,1.0,0.0,0.0,1.0,0.0,8.0,8.0,72.0,,,49.1070110701107,1.0,2.715867158671587
SEOUL_R035_C023,192.34659,1.0,1.0,0.0,0.0,1.0,0.0,76.0,76.0,240.0,48.0,14.0,54.078740157480325,1.0,1.6062992125984252
SEOUL_R035_C024,539.9391,0.0,0.0,0.0,0.0,1.0,0.0,,,148.0,,4.5,2.054054054054054,1.0,0.5945945945945946
SEOUL_R035_C025,926.1588,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R035_C026,679.391,0.0,0.0,0.0,0.0,1.0,0.0,,,80.0,,,9.883720930232558,1.0,0.2325581395348837
SEOUL_R035_C027,751.9135,0.0,0.0,0.0,0.0,1.0,0.0,,,144.0,,,6.217391304347826,1.0,0.0
SEOUL_R035_C028,787.711,0.0,0.0,0.0,0.0,1.0,0.0,,,68.0,,,0.0,1.0,0.0
SEOUL_R035_C029,564.86804,0.0,0.0,0.0,0.0,1.0,0.0,16.0,16.0,280.0,,,11.79245283018868,1.0,0.2830188679245283
SEOUL_R035_C030,335.54648,1.0,1.0,0.0,0.0,1.0,0.0,36.0,36.0,228.0,4.0,3.0,52.37899543378995,1.0,1.7168949771689497
SEOUL_R035_C031,319.5024,1.0,0.0,0.0,0.0,1.0,0.0,172.0,172.0,104.0,16.0,2.2,157.60507246376812,1.0,5.547101449275362
SEOUL_R035_C032,237.91942,1.0,1.0,0.0,0.0,1.0,0.0,168.0,168.0,,48.0,9.0,351.27372262773724,1.0,10.08029197080292
SEOUL_R035_C033,490.8486,1.0,1.0,0.0,0.0,1.0,0.0,136.0,136.0,,36.0,2.0,163.38132295719845,1.0,8.61089494163424
SEOUL_R035_C034,181.22354,1.0,1.0,0.0,0.0,1.0,0.0,96.0,96.0,,24.0,3.111111111111111,44.02152641878669,1.0,4.868884540117417
SEOUL_R035_C035,156.81494,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,,,,87.75456919060052,1.0,4.772845953002611
SEOUL_R035_C036,147.92946,1.0,1.0,0.0,0.0,1.0,0.0,92.0,92.0,,,6.25,214.2049689440994,1.0,3.847826086956522
SEOUL_R035_C037,540.2941,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,152.57894736842104,0.0,3.1228070175438596
SEOUL_R035_C038,249.33443,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.5438596491228,1.0,0.3333333333333333
SEOUL_R035_C039,319.259,1.0,0.0,0.0,0.0,1.0,0.0,,,,,4.0,137.86341463414635,1.0,1.3658536585365857
SEOUL_R035_C040,388.73392,1.0,1.0,0.0,0.0,1.0,0.0,16.0,16.0,,,2.0,69.03480278422273,1.0,1.5986078886310904
SEOUL_R035_C041,201.06427,1.0,0.0,0.0,0.0,1.0,0.0,40.0,40.0,36.0,,3.5,24.946428571428573,1.0,0.0178571428571428
SEOUL_R035_C042,262.0374,1.0,1.0,0.0,0.0,1.0,0.0,32.0,32.0,120.0,,7.0,29.49425287356322,1.0,0.0
SEOUL_R035_C043,58.2924,1.0,1.0,0.0,0.0,0.0,0.0,40.0,40.0,,16.0,3.25,35.74683544303797,1.0,2.7468354430379747
SEOUL_R035_C044,53.64283,1.0,1.0,0.0,0.0,1.0,0.0,56.0,56.0,212.0,24.0,6.0,73.59615384615384,1.0,3.993589743589744
SEOUL_R035_C045,479.5052,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,252.0,4.0,,9.291666666666666,1.0,0.2083333333333333
SEOUL_R035_C046,666.083,0.0,0.0,0.0,0.0,1.0,0.0,,,276.0,,,0.6666666666666666,1.0,0.0
SEOUL_R035_C047,830.66626,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,664.0,,,1.0,1.0,0.0
SEOUL_R035_C048,664.9415,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,444.0,,2.0,4.7272727272727275,1.0,0.0
SEOUL_R035_C049,271.56613,1.0,1.0,0.0,0.0,1.0,0.0,72.0,72.0,,8.0,2.75,87.4090909090909,1.0,1.3484848484848484
SEOUL_R035_C050,150.42079,1.0,1.0,0.0,0.0,1.0,0.0,104.0,104.0,,24.0,2.857142857142857,149.1340206185567,1.0,2.59106529209622
SEOUL_R035_C051,302.5438,1.0,1.0,0.0,0.0,1.0,0.0,56.0,56.0,,32.0,,268.335593220339,1.0,7.389830508474576
SEOUL_R035_C052,330.863,1.0,1.0,0.0,0.0,1.0,0.0,56.0,56.0,,8.0,4.6,123.54313099041534,1.0,3.7156549520766777
SEOUL_R035_C053,323.73392,1.0,0.0,0.0,0.0,1.0,0.0,24.0,24.0,,16.0,6.0,375.1074918566776,1.0,8.789902280130294
SEOUL_R035_C054,265.0195,1.0,1.0,0.0,0.0,1.0,0.0,56.0,56.0,,48.0,10.333333333333334,408.32183908045977,1.0,10.316091954022989
SEOUL_R035_C055,162.77893,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,15.714285714285714,1.0,0.4285714285714285
SEOUL_R035_C056,156.60205,1.0,0.0,0.0,0.0,1.0,0.0,32.0,32.0,,16.0,5.333333333333333,130.9298969072165,1.0,5.818556701030928
SEOUL_R035_C057,262.97653,1.0,1.0,0.0,0.0,1.0,0.0,16.0,16.0,,,,124.93482309124768,1.0,6.238361266294227
SEOUL_R035_C058,380.61688,1.0,1.0,0.0,0.0,1.0,0.0,80.0,80.0,32.0,48.0,11.75,95.1689497716895,1.0,7.616438356164383
SEOUL_R035_C059,121.29513,1.0,1.0,0.0,0.0,1.0,0.0,96.0,96.0,68.0,16.0,23.5,24.59633027522936,1.0,3.2660550458715596
SEOUL_R035_C060,559.74615,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,368.0,,,4.2745098039215685,0.0,0.803921568627451
SEOUL_R035_C061,902.36096,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,172.0,,,1.24,1.0,0.08
SEOUL_R035_C062,750.85315,0.0,0.0,0.0,0.0,1.0,0.0,40.0,40.0,832.0,,,19.580952380952382,1.0,1.5809523809523809
SEOUL_R035_C063,552.7377,0.0,0.0,0.0,0.0,1.0,0.0,112.0,112.0,8.0,,7.6,114.84323040380048,1.0,5.935866983372922
SEOUL_R035_C064,206.04852,1.0,1.0,0.0,0.0,1.0,0.0,68.0,68.0,,4.0,4.166666666666667,154.46927374301677,1.0,15.494413407821229
SEOUL_R035_C065,268.13306,1.0,1.0,0.0,0.0,0.0,0.0,60.0,60.0,,28.0,1.1666666666666667,90.66730769230767,1.0,17.521153846153847
SEOUL_R035_C066,270.68997,1.0,1.0,0.0,0.0,0.0,0.0,104.0,104.0,,72.0,2.5,119.08615384615383,1.0,14.34153846153846
SEOUL_R035_C067,278.01215,1.0,1.0,0.0,0.0,0.0,0.0,88.0,88.0,,8.0,2.0,112.83422459893048,1.0,12.52139037433155
SEOUL_R035_C068,222.05067,1.0,1.0,0.0,0.0,1.0,0.0,20.0,20.0,,,,5.066666666666666,1.0,0.0
SEOUL_R035_C069,648.8697,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,2.5,1.0,1.0
SEOUL_R035_C070,568.605,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R035_C071,535.2214,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
SEOUL_R036_C005,677.49634,0.0,0.0,0.0,0.0,1.0,0.0,,,,,3.0,0.0,0.0,0.0
SEOUL_R036_C006,832.05225,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R036_C010,66.72179,1.0,1.0,0.0,0.0,1.0,0.0,16.0,16.0,,,5.0,57.38260869565217,1.0,7.808695652173912
SEOUL_R036_C011,371.44968,1.0,0.0,0.0,0.0,1.0,0.0,80.0,80.0,,,6.0,104.580547112462,1.0,6.37082066869301
SEOUL_R036_C012,227.6637,1.0,1.0,0.0,0.0,1.0,0.0,104.0,104.0,,48.0,5.285714285714286,126.71529411764706,1.0,19.19058823529412
SEOUL_R036_C013,169.29057,1.0,0.0,0.0,0.0,1.0,0.0,44.0,44.0,,36.0,3.6666666666666665,74.27319587628865,1.0,10.177835051546392
SEOUL_R036_C014,212.467,1.0,0.0,0.0,0.0,1.0,0.0,16.0,16.0,,,,65.54656862745098,1.0,12.137254901960784
SEOUL_R036_C015,384.89215,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.951219512195124,1.0,2.378048780487805
